n_runs_summary_level,n_runs_with_defined_rel_drop_30,n_improved_rel_drop_30_strictly_positive,fraction_improved_of_defined,n_non_worse_rel_drop_30_ge_0,n_worse_rel_drop_30_lt_0,fraction_non_worse_of_defined,n_monotonic_among_defined_rel_drop,fraction_monotonic_of_defined,median_rel_drop_30_over_defined
82,72,69,0.9583333333333334,69,3,0.9583333333333334,59,0.8194444444444444,0.5721873325300164
